Category,Sms,cleaned_sms
trust,"Habari, nilikuwa na wazo la kuandaa sherehe ya kuzaliwa kwangu. Ungependa kuja?",habari nilikuwa wazo la kuandaa sherehe kuzaliwa kwangu ungependa kuja
trust,Mmh hyu jamaa atari,mmh hyu jamaa atari
trust,"Ndugu yangu, kuna dharura ya familia. Tafadhali fika nyumbani haraka iwezekanavyo ili tushirikiane kutatua tatizo.",ndugu kuna dharura familia tafadhali fika nyumbani haraka iwezekanavyo ili tushirikiane kutatua tatizo
scam,Iyo ela tuma humu kwenye Vodacom 0657538690 Jina lije JUMANNE YASINI MASAKA.,iyo ela tuma humu kwenye vodacom jina lije jumanne yasini masaka
scam,Utanitumia. kwemye namba 0788542784 ya TIGO jina FEBU SHADI WILISON.,utanitumia kwemye namba tigo jina febu shadi wilison
trust,Huyu mwakani namuona Simba au yanga,huyu mwakani namuona simba yanga
trust,Nilipokuwa Yanga nilikuwa nacheza nafasi ya Beki wa kati,nilipokuwa yanga nilikuwa nacheza nafasi beki wa kati
scam,Naomba unitumie iyo Pesa kwenye namba hii ya Halotel 0755667788. jina (RAMATUNGU),naomba unitumie iyo pesa kwenye namba halotel jina ramatungu
scam,Tumia namba hii ya voda 0695567435 kutuma hiyo Pesa jina LUKA KIMBANGU,tumia namba voda kutuma pesa jina luka kimbangu
scam,"We need urgently Need Staff salary 6,000,000TZS. Reach HR team at: wa.me/2550773409724.",we need urgently need staff salary tzs reach hr team at wame
scam,MPIGIE MZEE HOSEA MKUMBUKWA WA TIBA ASILI. MALI. PETE. NYOTA. UZAZI. KUPANDISHWA CHEO KAZINI. KULUDISHA MALI ILIYOPOTEA. NAMBA 0781476081,mpigie mzee hosea mkumbukwa wa tiba asili mali pete nyota uzazi kupandishwa cheo kazini kuludisha mali iliyopotea namba
scam,"Mpigie Mzee MWANAIDI KHAMISI kwa tiba asili miliki mali,utajiri pete,kazi,kesi,masomo mapenzi,kilimo,ufugaji,biashara Piga 0654321098",mpigie mzee mwanaidi khamisi tiba asili miliki maliutajiri petekazikesimasomo mapenzikilimoufugajibiashara piga
scam,Iyo ela tuma humu kwenye halotel 0781476081 Jina lije ABDALLAH MWANAKU.,iyo ela tuma humu kwenye halotel jina lije abdallah mwanaku
scam,"Congratulations! Your CV has passed. You can get 170,000TZS in a day. for details: wa.me/2550786543210",congratulations your cv has passed you can get tzs in a day for details wame
scam,mjukuu wangu utafuta ji wako mgumu ela hazikai mkononi pakazinaisha unasota sana mpenzi hamuelewani je utatunza siri nikikusaidia pesa bila mashaliti magumu nipigie nikwelekeze NO .. 0716484506,mjukuu wangu utafuta ji wako mgumu ela hazikai mkononi pakazinaisha unasota mpenzi hamuelewani utatunza siri nikikusaidia pesa bila mashaliti magumu nipigie nikwelekeze no
trust,Mwenyezi Mungu aendelee kukulinda.,mwenyezi mungu aendelee kukulinda
scam,Habari za asubuhi. Mimi  mwenye nyumba wako hii namba yangu ya HALOTEL. Mbona kimya na siku zinazidi kwenda...?,habari asubuhi mwenye nyumba wako namba halotel mbona kimya siku zinazidi kwenda
trust,"Pole na changamoto zako, usikate tamaa.",pole changamoto zako usikate tamaa
scam,FRIIMASON TIMIZA NDOTO KUMILIKI PESA MAJUMBA NA MAGARI YA KIFAHARI PIA KUZA BIASHARA VIPAJI NYOTA NA PETE. TUPIGIE SIMU 0733822240 UKIWA TAYARI KUJIUNGA,friimason timiza ndoto kumiliki pesa majumba magari kifahari pia kuza biashara vipaji nyota pete tupigie simu ukiwa tayari kujiunga
scam,"Habari za siku,mimi OLIVA MATIAS,hii namba yangu ya VODACOM.Vp mbona shem OLIVA MATIAS, anakupigia hupatikan tatizo mtandao nn?basi mkiwasiliana naomba nijulishe kwenye namba hii kwa meseji simu yangu imekufa maik ndugu yangu.",habari sikumimi oliva matiashii namba vodacomvp mbona shem oliva matias anakupigia hupatikan tatizo mtandao nnbasi mkiwasiliana naomba nijulishe kwenye namba meseji simu imekufa maik ndugu
scam,Iyo ela itume humu kwenye HALOTEL 0695567435 jina lije PEREGIA FILIPO.,iyo ela itume humu kwenye halotel jina lije peregia filipo
scam,mjukuu wangu utafuta ji wako mgumu ela hazikai mkononi pakazinaisha unasota sana mpenzi hamuelewani je utatunza siri nikikusaidia pesa bila mashaliti magumu nipigie nikwelekeze NO .. 0657666983,mjukuu wangu utafuta ji wako mgumu ela hazikai mkononi pakazinaisha unasota mpenzi hamuelewani utatunza siri nikikusaidia pesa bila mashaliti magumu nipigie nikwelekeze no
scam,tuma kwenye namba hii ya m-pesa 0617488472 jina litakuja LUKA KIMBANGU Ukituma unijulishe,tuma kwenye namba mpesa jina litakuja luka kimbangu ukituma unijulishe
trust,"Watoto wanaendelea vizuri shuleni, asante kwa msaada wako.",watoto wanaendelea vizuri shuleni asante msaada wako
scam,MPIGIE MZEE KHADIJA SUMBAI WA TIBA ASILI. MALI. PETE. NYOTA. UZAZI. KUPANDISHWA CHEO KAZINI. KULUDISHA MALI ILIYOPOTEA. NAMBA 0783582817,mpigie mzee khadija sumbai wa tiba asili mali pete nyota uzazi kupandishwa cheo kazini kuludisha mali iliyopotea namba
scam,Samahani naomba itume kwenye AIRTEL 0733822240 ALLY ISSA.,samahani naomba itume kwenye airtel ally issa
scam,Utanitumia. kwemye namba 0696530433 ya airtel jina OLIVA MATIAS.,utanitumia kwemye namba airtel jina oliva matias
scam,"KARIBU UJIUNGE NA CHAMA CHA (666)FREE'MASON UBADILISHE MAISHA YAKO.MILIKI MALI,PESA(UTAJIRI) MAJUMBA NA MAGARI BILA KAFALA PIGA 0784862618 au 0784862618",karibu ujiunge chama cha freemason ubadilishe maisha yakomiliki malipesautajiri majumba magari bila kafala piga
scam,Iyo ela tuma humu kwenye halotel 0783582817 Jina lije JUMA SIKAREKO,iyo ela tuma humu kwenye halotel jina lije juma sikareko
trust,Hongera mtoto wa lamasimba dangote umestaili kupata tunzo,hongera mtoto wa lamasimba dangote umestaili kupata tunzo
scam,Habari. Mimi  mwenye nyumba wako hii namba yangu ya HALOTEL. Mbona kimya na siku zinazidi kwenda...?,habari mwenye nyumba wako namba halotel mbona kimya siku zinazidi kwenda
trust,Nimefurahi kusikia habari za maendeleo yako.,nimefurahi kusikia habari maendeleo yako
trust,Yule beki wa Yanga anaonekana kuwa na future bright. Ameonyesha kiwango cha hali ya juu.,yule beki wa yanga anaonekana kuwa future bright ameonyesha kiwango cha hali juu
scam,Iyo Hela itume humu kwenye halotel 0615810764 jina lije OLIVA MATIAS.,iyo hela itume humu kwenye halotel jina lije oliva matias
scam,"Dear, No need to go out work, just at home to earn 170,000TZS a day, please contact us: https://wa.me/2550786543210",dear no need to go out work just at home to earn tzs a day please contact us httpswame
scam,"Habari za mda huu,mimi Magomba Maila,hii namba yangu ya vodacom.Vp mbona shem Magomba Maila, anakupigia hupatikan tatizo mtandao nn?basi mkiwasiliana naomba nijulishe kwenye namba hii kwa meseji simu yangu imekufa maik ndugu yangu.",habari mda huumimi magomba mailahii namba vodacomvp mbona shem magomba maila anakupigia hupatikan tatizo mtandao nnbasi mkiwasiliana naomba nijulishe kwenye namba meseji simu imekufa maik ndugu
scam,Utanitumia kwenye ii 0767274553 airtel jina HADIJA LAI namba yangu inadeni usiitumie,utanitumia kwenye ii airtel jina hadija lai namba inadeni usiitumie
scam,"Habari za siku,mimi SALOME KALUNGA,hii namba yangu ya AIRTEL.Vp mbona shem SALOME KALUNGA, anakupigia hupatikan tatizo mtandao nn?basi mkiwasiliana naomba nijulishe kwenye namba hii kwa meseji simu yangu imekufa maik ndugu yangu.",habari sikumimi salome kalungahii namba airtelvp mbona shem salome kalunga anakupigia hupatikan tatizo mtandao nnbasi mkiwasiliana naomba nijulishe kwenye namba meseji simu imekufa maik ndugu
scam,"Habari,mimi LINUSI MALALO,hii namba yangu ya Halotel.Vp mbona shem LINUSI MALALO, anakupigia hupatikan tatizo mtandao nn?basi mkiwasiliana naomba nijulishe kwenye namba hii kwa meseji simu yangu imekufa maik ndugu yangu.",habarimimi linusi malalohii namba halotelvp mbona shem linusi malalo anakupigia hupatikan tatizo mtandao nnbasi mkiwasiliana naomba nijulishe kwenye namba meseji simu imekufa maik ndugu
trust,"Mambo vipi? Mechi ya jana ilikuwa kali sana, uliona goli la mwisho?",mambo vipi mechi jana ilikuwa kali uliona goli la mwisho
scam,HABARI ZAUKO NI MIMI MWENYE NYUMBA WAKO MNA ENDEREAJE APO NYUMBANI IYO NAMBA YANGU MPYA YA AIRTEL NAKUMBUSHIA KODI YANGU  MANA NAONA KIMYA SANA NAOMBA TUWA SIRIANE,habari zauko mwenye nyumba wako mna endereaje apo nyumbani iyo namba mpya airtel nakumbushia kodi mana naona kimya naomba tuwa siriane
scam,"(6,6,6)HABARI EWE MTANZANIA SASA MLANGO UMEFUNGULIWA JIUNGE NAMATAJIRI, BILA KUTOA KAFALA YA BINADAM UTAPEWA MTAJI,ONGEA NA WAKALA WETU:0716484506",habari ewe mtanzania sasa mlango umefunguliwa jiunge namatajiri bila kutoa kafala binadam utapewa mtajiongea wakala
scam,Tumia namba hii ya Airtel 0786543210 kutuma hiyo ela jina Magomba Maila,tumia namba airtel kutuma ela jina magomba maila
trust,Tafadhali nipatie maelezo kamili kuhusu safari ya kesho.,tafadhali nipatie maelezo kamili kuhusu safari kesho
trust,Watoto wanataka kuja kukuona wakati wa likizo.,watoto wanataka kuja kukuona wakati wa likizo
trust,Ule wimbo wa Alikiba uliotoka jana umevuka milioni moja views! Jamaa anajua kazi.,ule wimbo wa alikiba uliotoka jana umevuka milioni moja views jamaa anajua kazi
trust,Nimepata taarifa kuwa kuna kikao kesho saa tano asubuhi.,nimepata taarifa kuwa kuna kikao kesho saa tano asubuhi
scam,Samahani naomba itume kwenye TIGO 0789723456 LUKA KIMBANGU.,samahani naomba itume kwenye tigo luka kimbangu
scam,Ndugu naomba unitafutie kijana awetandiboi wangu kwenye lori kulekea mikoani   akipatikana nijulishe  analipwa na ofisi zetu kampuni azam awe muaminifu,ndugu naomba unitafutie kijana awetandiboi wangu kwenye lori kulekea mikoani akipatikana nijulishe analipwa ofisi zetu kampuni azam awe muaminifu
trust,"Kuna picha za zamani za Wema zimevuja, watu wanazizungumzia sana kwenye mitandao.",kuna picha zamani wema zimevuja watu wanazizungumzia kwenye mitandao
trust,Kuna drama mpya kati ya Rayvanny na Harmonize. Sijui nani yuko sahihi.,kuna drama mpya kati rayvanny harmonize sijui nani yuko sahihi
trust,Yanga wana mashabiki wa kweli. Walijitokeza kwa wingi jana uwanjani.,yanga wana mashabiki wa kweli walijitokeza wingi jana uwanjani
scam,Iyo Pesa itume humu kwenye airtel 0654321098 jina lije MWANAIDI KHAMISI.,iyo pesa itume humu kwenye airtel jina lije mwanaidi khamisi
scam,Utanitumia kwa hîi vodacom 0783582817 j'ina ni KHADIJA SUMBAI.,utanitumia hîi vodacom jina khadija sumbai
scam,"(6,6,6)HABARI EWE MTANZANIA SASA MLANGO UMEFUNGULIWA JIUNGE NAMATAJIRI, BILA KUTOA KAFALA YA BINADAM UTAPEWA MTAJI,ONGEA NA WAKALA WETU:0657538690",habari ewe mtanzania sasa mlango umefunguliwa jiunge namatajiri bila kutoa kafala binadam utapewa mtajiongea wakala
trust,Watoto wanahitaji msaada wako kwa ajili ya masomo yao.,watoto wanahitaji msaada wako ajili masomo yao
scam,"We need urgently Need Staff salary 4,000,000TZS. Reach HR team at: wa.me/2550782435667.",we need urgently need staff salary tzs reach hr team at wame
scam,Samahani naomba itume kwenye voda 0689592818 HADIJA LAI.,samahani naomba itume kwenye voda hadija lai
trust,Unajua mpaka kero kaka,unajua mpaka kero kaka
scam,Ndugu naomba unitafutie kijana awetandiboi wangu kwenye lori kulekea mikoani   akipatikana nijulishe  analipwa na ofisi zetu kampuni azam awe muaminifu,ndugu naomba unitafutie kijana awetandiboi wangu kwenye lori kulekea mikoani akipatikana nijulishe analipwa ofisi zetu kampuni azam awe muaminifu
scam,TUMIA NAMBA HII (0675259049)KUNITUMIA IYO HELA JINA LITAONYESHA (RAMATUNGU),tumia namba kunitumia iyo hela jina litaonyesha ramatungu
scam,"Xorry nipo xafari nina xhida kwel nakuomba unixaidie sh elfu 9 nitakurefund nikifika plx By JUMANNE YASINI MASAKA,ni grp member",xorry nipo xafari nina xhida kwel nakuomba unixaidie sh elfu nitakurefund nikifika plx by jumanne yasini masakani grp member
scam,au iyo ela nitumie kwenye HaloPesa hii 0789723456 Jina litoke 0789723456.,iyo ela nitumie kwenye halopesa jina litoke
trust,Ningependa kuzungumza nawe kidogo tu.,ningependa kuzungumza nawe kidogo tu
scam,pesa tuma kwa namba hii 0767274553 jina ALLY ISSA,pesa tuma namba jina ally issa
trust,Noma sanaaaaaaaaaaah,noma sanaaaaaaaaaaah
scam,Iyo ela tuma humu kwenye Tigo 0698018072 Jina lije JENEROZA ROCK BENEDICTO.,iyo ela tuma humu kwenye tigo jina lije jeneroza rock benedicto
trust,"Nimepata kazi mpya, nataka kusherehekea nawe.",nimepata kazi mpya nataka kusherehekea nawe
trust,Nimefurahi sana kuona picha zako.,nimefurahi kuona picha zako
scam,0782435667 Jina litakuja MWANAIDI KHAMISI Nitumie kwenye hiyo Airtel,jina litakuja mwanaidi khamisi nitumie kwenye airtel
scam,MPIGIE MZEE KHADIJA SUMBAI WA TIBA ASILI. MALI. PETE. NYOTA. UZAZI. KUPANDISHWA CHEO KAZINI. KULUDISHA MALI ILIYOPOTEA. NAMBA 0615810764,mpigie mzee khadija sumbai wa tiba asili mali pete nyota uzazi kupandishwa cheo kazini kuludisha mali iliyopotea namba
scam,Pesa tuma kwa namba hii 0767274553 jina PETER NYANGE,pesa tuma namba jina peter nyange
scam,au iyo ela nitumie kwenye AirtelMoney hii 0787-406-889 Jina litoke 0787-406-889.,iyo ela nitumie kwenye airtelmoney jina litoke
scam,Iyo ela tuma humu kwenye airtel 0695567435 Jina lije LINUSI MALALO,iyo ela tuma humu kwenye airtel jina lije linusi malalo
scam,"KARIBU UJIUNGE NA CHAMA CHA (666)FREE'MASON UBADILISHE MAISHA YAKO.MILIKI MALI,PESA(UTAJIRI) MAJUMBA NA MAGARI BILA KAFALA PIGA 0755667788 au 0755667788",karibu ujiunge chama cha freemason ubadilishe maisha yakomiliki malipesautajiri majumba magari bila kafala piga
scam,tigo RJSR Imethibitishwa namba yako ya 078 ... imeshinda Tsh120000.00/=million kutoka TUZO POINT ilikupokea pesa yako piga 0698018072 Asante,tigo rjsr imethibitishwa namba yako imeshinda tshmillion kutoka tuzo point ilikupokea pesa yako piga asante
trust,"Habari za asubuhi baba, kuna kero ya maji nyumbani. Tutaenda kupiga simu kwa mtaa.",habari asubuhi baba kuna kero maji nyumbani tutaenda kupiga simu mtaa
scam,Utanitumia kwa hîi halotel 0698945621 j'ina ni HADIJA LAI.,utanitumia hîi halotel jina hadija lai
trust,Habari za asubuhi?,habari asubuhi
scam,"Mpigie Mzee JUMANNE YASINI MASAKA kwa tiba asili miliki mali,utajiri pete,kazi,kesi,masomo mapenzi,kilimo,ufugaji,biashara Piga 0615810764",mpigie mzee jumanne yasini masaka tiba asili miliki maliutajiri petekazikesimasomo mapenzikilimoufugajibiashara piga
trust,Tafadhali usisahau kunijulisha maendeleo,tafadhali usisahau kunijulisha maendeleo
scam,FRIIMASON TIMIZA NDOTO KUMILIKI PESA MAJUMBA NA MAGARI YA KIFAHARI PIA KUZA BIASHARA VIPAJI NYOTA NA PETE. TUPIGIE SIMU 0699137921 UKIWA TAYARI KUJIUNGA,friimason timiza ndoto kumiliki pesa majumba magari kifahari pia kuza biashara vipaji nyota pete tupigie simu ukiwa tayari kujiunga
scam,Iyo hela itume humu kwenye tigo 0747878264 jina lije SALOME KALUNGA.,iyo hela itume humu kwenye tigo jina lije salome kalunga
scam,Naomba unitumie iyo ela kwenye namba hii ya airtel 0617488472. jina (ALLY ISSA),naomba unitumie iyo ela kwenye namba airtel jina ally issa
scam,"Xorry nipo xafari nina xhida kwel nakuomba unixaidie sh elfu 9 nitakurefund nikifika plx By PEREGIA FILIPO,ni grp member",xorry nipo xafari nina xhida kwel nakuomba unixaidie sh elfu nitakurefund nikifika plx by peregia filiponi grp member
trust,Ningependa kujua kama uko tayari kwa sherehe ya harusi ya rafiki yetu.,ningependa kujua kama uko tayari sherehe harusi rafiki
scam,"IYO PESA ITUME KWENYE NAMBA HII 0750335946 JINA ITALETA JUMA SIKAREKO NIMEAZIMA SIMU KWA WAKALA HAPA LAINI YANGU NATATIZO UPANDE WA KUPOKEA PESA, ASANTE",iyo pesa itume kwenye namba jina italeta juma sikareko nimeazima simu wakala hapa laini natatizo upande wa kupokea pesa asante
scam,MZEE LINUSI MALALO tiba asili biashala kazi masomo utajili kesi kuludisha mke&mume piga (0782734560)(0782734560),mzee linusi malalo tiba asili biashala kazi masomo utajili kesi kuludisha mkemume piga
scam,"IYO PESA ITUME KWENYE NAMBA HII 0716484506 JINA ITALETA PEREGIA FILIPO NIMEAZIMA SIMU KWA WAKALA HAPA LAINI YANGU NATATIZO UPANDE WA KUPOKEA PESA, ASANTE",iyo pesa itume kwenye namba jina italeta peregia filipo nimeazima simu wakala hapa laini natatizo upande wa kupokea pesa asante
trust,"Bro, kuna movie mpya imeachiwa leo. Je, tutazame weekend?",bro kuna movie mpya imeachiwa leo tutazame weekend
scam,TUMIA NAMBA HII (0781476081)KUNITUMIA IYO HELA JINA LITAONYESHA (LUKA KIMBANGU),tumia namba kunitumia iyo hela jina litaonyesha luka kimbangu
trust,"Asante kwa msaada wako jana, bila wewe nisingeweza kumaliza kazi ile.",asante msaada wako jana bila nisingeweza kumaliza kazi ile
trust,Naomba unipigie nikueleze kuhusu safari ya kesho.,naomba unipigie nikueleze kuhusu safari kesho
trust,"Tafadhali angalia pesa kwenye simu yako, nimeshatuma.",tafadhali angalia pesa kwenye simu yako nimeshatuma
scam,"TUZO POINT hongera umepata zawadi Sh1,500,000 milioni kutoka (TUZO POINT) piga sim,.0781476081 kupata zawadi  asante",tuzo point hongera umepata zawadi sh milioni kutoka tuzo point piga sim kupata zawadi asante
scam,"IYO PESA ITUME KWENYE NAMBA HII 0675259049 JINA ITALETA HADIJA LAI NIMEAZIMA SIMU KWA WAKALA HAPA LAINI YANGU NATATIZO UPANDE WA KUPOKEA PESA, ASANTE",iyo pesa itume kwenye namba jina italeta hadija lai nimeazima simu wakala hapa laini natatizo upande wa kupokea pesa asante
scam,tuma kwenye namba hii ya M-Pesa 0689933027 jina litakuja FEBU SHADI WILISON Ukituma unijulishe,tuma kwenye namba mpesa jina litakuja febu shadi wilison ukituma unijulishe
scam,"Mpigie Mzee LINUSI MALALO kwa tiba asili miliki mali,utajiri pete,kazi,kesi,masomo mapenzi,kilimo,ufugaji,biashara Piga 0695567435",mpigie mzee linusi malalo tiba asili miliki maliutajiri petekazikesimasomo mapenzikilimoufugajibiashara piga
scam,"666,KARIBU FREEMASON UTIMIZE NDOTO KATIKA BIASHARA, KILIMO,UFUGAJI,MACHI MBO,MICHEZO N.K KWAMHITAJI KUJIUNGA PG: 0747878264 AU 0747878264",karibu freemason utimize ndoto biashara kilimoufugajimachi mbomichezo nk kwamhitaji kujiunga pg
trust,Habari! Uko aje?,habari uko aje
trust,"Habari, unaendeleaje? Nilifikiri nikutafute kuhusu wazo letu la biashara.",habari unaendeleaje nilifikiri nikutafute kuhusu wazo letu la biashara
trust,Nahitaji msaada wako kuhamasisha timu kuhusu project mpya tutakaohusiana nao.,nahitaji msaada wako kuhamasisha timu kuhusu project mpya tutakaohusiana nao
scam,"Dear, No need to go out work, just at home to earn 170,000TZS a day, please contact us: https://wa.me/2550655251448",dear no need to go out work just at home to earn tzs a day please contact us httpswame
scam,Utanitumia kwenye ii 0773409724 airtel jina JUMA SIKAREKO namba yangu inadeni usiitumie,utanitumia kwenye ii airtel jina juma sikareko namba inadeni usiitumie
scam,0786543210 Jina litakuja HADIJA LAI Nitumie kwenye hiyo Vodacom,jina litakuja hadija lai nitumie kwenye vodacom
scam,mjukuu wangu utafuta ji wako mgumu hela hazikai mkononi pakazinaisha unasota sana mpenzi hamuelewani je utatunza siri nikikusaidia pesa bila mashaliti magumu nipigie nikwelekeze NO .. 0782734560,mjukuu wangu utafuta ji wako mgumu hela hazikai mkononi pakazinaisha unasota mpenzi hamuelewani utatunza siri nikikusaidia pesa bila mashaliti magumu nipigie nikwelekeze no
trust,Nasikia Nandy anataka kufungua studio yake binafsi. Hii ni hatua kubwa kwake.,nasikia nandy anataka kufungua studio binafsi hatua kubwa kwake
scam,Au nitumie kwenye m-pesa Namba.0698945621 jina litakuja PETER NYANGE,nitumie kwenye mpesa namba jina litakuja peter nyange
scam,Iyo ela tuma humu kwenye voda 0789723456 Jina lije JENEROZA ROCK BENEDICTO,iyo ela tuma humu kwenye voda jina lije jeneroza rock benedicto
